,Price
488,36.0
12582,55.0
8666,28.0
3254,26.0
15014,30.0
10996,24.0
15586,220.0
15329,30.0
9166,20.0
14014,65.0
1374,50.0
4362,120.0
6397,79.0
1341,30.0
12405,60.0
9918,70.0
7057,36.0
13598,75.0
3164,40.0
11441,38.0
11616,35.0
2983,121.0
4160,44.0
10516,32.0
7953,51.0
5318,48.0
13769,45.0
11730,23.0
7649,26.0
5084,29.0
11412,17.0
6193,45.0
825,25.0
11351,12.0
10419,99.0
14177,25.0
10394,50.0
3436,650.0
5222,40.0
13933,60.0
11421,30.0
7123,31.0
8300,30.0
2373,52.0
104,28.0
695,45.0
6597,31.0
7111,39.0
13734,18.0
5752,50.0
9421,38.0
13552,55.0
1475,160.0
10246,75.0
7225,10.0
13225,80.0
5087,50.0
7975,65.0
10575,75.0
12903,30.0
417,50.0
11358,24.0
4482,19.0
5290,37.0
12370,50.0
9346,100.0
282,25.0
15668,40.0
12189,220.0
3885,75.0
1313,30.0
5874,110.0
12524,24.0
10942,40.0
13784,50.0
10251,22.0
6835,120.0
13025,86.0
471,60.0
14408,32.0
1095,150.0
12785,69.0
13240,49.0
10753,45.0
15023,140.0
1236,30.0
12335,16.0
13780,25.0
7841,50.0
4334,76.0
12095,35.0
2129,32.0
15580,25.0
10474,45.0
1134,45.0
11418,160.0
12833,24.0
9707,50.0
10760,42.0
14537,8.0
10536,29.0
10391,129.0
1062,27.0
1435,35.0
497,50.0
4401,15.0
15454,200.0
12755,45.0
4891,25.0
8669,34.0
8892,20.0
15550,15.0
13318,90.0
9980,35.0
10258,30.0
3060,50.0
426,75.0
9215,60.0
9873,70.0
9161,39.0
9738,52.0
15304,80.0
10152,80.0
11119,89.0
15617,50.0
7104,25.0
11815,55.0
12820,35.0
9484,63.0
547,50.0
14506,30.0
4317,35.0
7884,75.0
10480,60.0
2371,55.0
3160,22.0
4313,50.0
919,55.0
5214,90.0
5579,39.0
2133,250.0
5831,35.0
9849,40.0
391,33.0
11568,28.0
9534,195.0
744,50.0
8767,60.0
3168,51.0
8790,60.0
4368,39.0
4670,69.0
13547,40.0
8687,93.0
6307,47.0
5919,37.0
13302,140.0
4168,70.0
14297,59.0
10877,40.0
15177,21.0
12121,26.0
15615,75.0
13677,50.0
8683,99.0
13462,35.0
9659,24.0
15172,55.0
10787,72.0
8414,65.0
5152,20.0
6540,100.0
9949,100.0
10961,50.0
2239,37.0
4284,99.0
11338,69.0
12392,60.0
11936,35.0
310,40.0
9124,52.0
9937,35.0
4237,69.0
5048,40.0
13772,95.0
8957,45.0
14881,80.0
11030,55.0
11860,40.0
9997,59.0
2677,60.0
3515,74.0
12101,129.0
11753,40.0
7284,73.0
2230,80.0
4069,125.0
3869,75.0
5498,40.0
14547,35.0
14563,30.0
13351,35.0
4779,77.0
3841,54.0
14256,121.0
12072,39.0
3654,53.0
11384,23.0
4303,39.0
15216,75.0
5092,105.0
3390,40.0
8632,22.0
12828,170.0
5944,45.0
12647,38.0
10959,55.0
14890,40.0
317,49.0
4219,35.0
11694,39.0
7325,65.0
2516,40.0
1504,60.0
3961,200.0
3039,70.0
1573,41.0
13261,80.0
2746,100.0
3558,140.0
3901,30.0
9940,55.0
1666,10.0
11922,50.0
2119,30.0
13599,37.0
1893,70.0
9031,40.0
10534,30.0
1192,70.0
6811,60.0
1924,25.0
1724,25.0
8926,25.0
10009,79.0
8888,59.0
6528,35.0
10816,70.0
10455,82.0
15643,27.0
9326,28.0
341,97.0
4539,45.0
13140,149.0
10167,34.0
11503,35.0
12153,40.0
9525,257.0
12849,65.0
10226,85.0
13753,49.0
11164,50.0
2216,65.0
8917,24.0
10362,170.0
13354,83.0
6694,49.0
7127,140.0
1981,60.0
8365,90.0
1102,89.0
2068,85.0
2414,32.0
13995,120.0
9850,55.0
15066,40.0
1757,160.0
389,265.0
6028,380.0
14132,26.0
6524,50.0
5603,38.0
3808,88.0
1031,60.0
10217,20.0
6834,35.0
5161,40.0
3230,69.0
13710,60.0
1393,30.0
9962,12.0
11061,40.0
14794,120.0
14696,35.0
12454,40.0
4304,145.0
3929,50.0
2552,30.0
9116,35.0
15205,60.0
1910,33.0
11083,20.0
3046,40.0
569,45.0
3887,17.0
13445,30.0
55,75.0
2567,57.0
14364,39.0
11976,29.0
14616,39.0
7911,25.0
5419,70.0
15622,40.0
5407,34.0
10756,65.0
10229,110.0
15493,59.0
12692,50.0
13591,65.0
3537,36.0
5542,79.0
8748,50.0
1399,50.0
5923,35.0
13757,25.0
7017,60.0
5414,85.0
13781,100.0
685,120.0
14792,23.0
1355,40.0
4963,170.0
7262,110.0
9198,19.0
10177,35.0
13224,50.0
11147,30.0
15198,120.0
2368,20.0
15043,65.0
2364,40.0
11393,49.0
4431,38.0
7080,55.0
4645,40.0
12083,100.0
13556,24.0
14873,12.0
3335,55.0
1739,35.0
8816,69.0
15532,26.0
11550,30.0
8732,61.0
15171,38.0
9256,45.0
7724,20.0
14037,75.0
5088,55.0
14608,54.0
11066,60.0
14541,80.0
13702,32.0
5806,14.0
12479,74.0
1725,75.0
11112,53.0
4711,35.0
6621,39.0
5816,38.0
11905,65.0
273,90.0
10457,30.0
3539,49.0
13567,90.0
7147,55.0
1903,30.0
13737,70.0
13253,135.0
6666,89.0
9575,48.0
10699,44.0
8839,60.0
15033,29.0
5759,30.0
10603,50.0
5165,80.0
9244,22.0
7434,25.0
552,34.0
13062,132.0
3353,72.0
3829,60.0
3405,60.0
11900,17.0
9457,55.0
3368,28.0
14587,40.0
9054,30.0
3532,20.0
5389,38.0
12055,32.0
1170,38.0
13610,45.0
10437,23.0
4063,60.0
3163,17.0
3097,80.0
11510,35.0
10506,26.0
14783,40.0
13126,140.0
9401,50.0
15246,12.0
8217,45.0
10939,230.0
15261,78.0
8615,32.0
6799,99.0
10225,20.0
14983,48.0
10178,20.0
3062,25.0
11929,60.0
5775,35.0
2893,45.0
7698,40.0
15089,108.0
15384,70.0
1058,30.0
8012,150.0
8769,40.0
8936,70.0
2324,70.0
12253,34.0
6830,45.0
13492,75.0
8400,64.0
6208,50.0
1217,180.0
7897,49.0
1630,40.0
14118,40.0
